customer_id,Segment,Action,Coupon,Priority,Est_ROI
C028600,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028601,Standard,No Action,None,Low,Low
C028602,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028603,Standard,No Action,None,Low,Low
C028604,Standard,No Action,None,Low,Low
C028605,Standard,No Action,None,Low,Low
C028606,Standard,No Action,None,Low,Low
C028607,Standard,No Action,None,Low,Low
C028608,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028609,Standard,No Action,None,Low,Low
C028610,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028611,Standard,No Action,None,Low,Low
C028612,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028613,Standard,No Action,None,Low,Low
C028614,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028615,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028616,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028617,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028618,Standard,No Action,None,Low,Low
C028619,Standard,No Action,None,Low,Low
C028620,Standard,No Action,None,Low,Low
C028621,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028622,Standard,No Action,None,Low,Low
C028623,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028624,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028625,Standard,No Action,None,Low,Low
C028626,Standard,No Action,None,Low,Low
C028627,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028628,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028629,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028630,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028631,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028632,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028633,Standard,No Action,None,Low,Low
C028634,Standard,No Action,None,Low,Low
C028635,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028636,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028637,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028638,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028639,Standard,No Action,None,Low,Low
C028640,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028641,Standard,No Action,None,Low,Low
C028642,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028643,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028644,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028645,Standard,No Action,None,Low,Low
C028646,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028647,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028648,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028649,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028650,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028651,Standard,No Action,None,Low,Low
C028652,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028653,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028654,Standard,No Action,None,Low,Low
C028655,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028656,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028657,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028658,Standard,No Action,None,Low,Low
C028659,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028660,Standard,No Action,None,Low,Low
C028661,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028662,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028663,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028664,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028665,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028666,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028667,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028668,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028669,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028670,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028671,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028672,Standard,No Action,None,Low,Low
C028673,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028674,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028675,Standard,No Action,None,Low,Low
C028676,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028677,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028678,Standard,No Action,None,Low,Low
C028679,Standard,No Action,None,Low,Low
C028680,Standard,No Action,None,Low,Low
C028681,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028682,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028683,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028684,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028685,Standard,No Action,None,Low,Low
C028686,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028687,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028688,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028689,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028690,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028691,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028692,Standard,No Action,None,Low,Low
C028693,Standard,No Action,None,Low,Low
C028694,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028695,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028696,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028697,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028698,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028699,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028700,Standard,No Action,None,Low,Low
C028701,Standard,No Action,None,Low,Low
C028702,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028703,Standard,No Action,None,Low,Low
C028704,Standard,No Action,None,Low,Low
C028705,Standard,No Action,None,Low,Low
C028706,Standard,No Action,None,Low,Low
C028707,Standard,No Action,None,Low,Low
C028708,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028709,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028710,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028711,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028712,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028713,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028714,Standard,No Action,None,Low,Low
C028715,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028716,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028717,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028718,Standard,No Action,None,Low,Low
C028719,Standard,No Action,None,Low,Low
C028720,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028721,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028722,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028723,Standard,No Action,None,Low,Low
C028724,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028725,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028726,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028727,Standard,No Action,None,Low,Low
C028728,Standard,No Action,None,Low,Low
C028729,Standard,No Action,None,Low,Low
C028730,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028731,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028732,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028733,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028734,Standard,No Action,None,Low,Low
C028735,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028736,Standard,No Action,None,Low,Low
C028737,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028738,Standard,No Action,None,Low,Low
C028739,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028740,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028741,Standard,No Action,None,Low,Low
C028742,Standard,No Action,None,Low,Low
C028743,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028744,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028745,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028746,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028747,Standard,No Action,None,Low,Low
C028748,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028749,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028750,Standard,No Action,None,Low,Low
C028751,Standard,No Action,None,Low,Low
C028752,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028753,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028754,Standard,No Action,None,Low,Low
C028755,Standard,No Action,None,Low,Low
C028756,Standard,No Action,None,Low,Low
C028757,Standard,No Action,None,Low,Low
C028758,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028759,Standard,No Action,None,Low,Low
C028760,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028761,Standard,No Action,None,Low,Low
C028762,Standard,No Action,None,Low,Low
C028763,Standard,No Action,None,Low,Low
C028764,Standard,No Action,None,Low,Low
C028765,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028766,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028767,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028768,Standard,No Action,None,Low,Low
C028769,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028770,Standard,No Action,None,Low,Low
C028771,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028772,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028773,Standard,No Action,None,Low,Low
C028774,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028775,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028776,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028777,Standard,No Action,None,Low,Low
C028778,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028779,Standard,No Action,None,Low,Low
C028780,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028781,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028782,Standard,No Action,None,Low,Low
C028783,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028784,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028785,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028786,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028787,Standard,No Action,None,Low,Low
C028788,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028789,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028790,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028791,Standard,No Action,None,Low,Low
C028792,Standard,No Action,None,Low,Low
C028793,Standard,No Action,None,Low,Low
C028794,Standard,No Action,None,Low,Low
C028795,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028796,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028797,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028798,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028799,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028800,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028801,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028802,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028803,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028805,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028806,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028807,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028808,Standard,No Action,None,Low,Low
C028809,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028810,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028811,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028812,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028813,Standard,No Action,None,Low,Low
C028814,Standard,No Action,None,Low,Low
C028815,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028816,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028817,Standard,No Action,None,Low,Low
C028818,Standard,No Action,None,Low,Low
C028819,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028820,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028821,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028822,Standard,No Action,None,Low,Low
C028823,Standard,No Action,None,Low,Low
C028824,Standard,No Action,None,Low,Low
C028825,Standard,No Action,None,Low,Low
C028826,Standard,No Action,None,Low,Low
C028827,Standard,No Action,None,Low,Low
C028828,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028829,Champions,Early Access to Flash Sale,None,Medium,Low
C028830,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028831,Standard,No Action,None,Low,Low
C028832,Standard,No Action,None,Low,Low
C028833,Standard,No Action,None,Low,Low
C028834,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028835,Standard,No Action,None,Low,Low
C028836,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028837,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028838,Standard,No Action,None,Low,Low
C028839,Standard,No Action,None,Low,Low
C028840,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028841,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028842,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028843,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028844,Standard,No Action,None,Low,Low
C028845,Standard,No Action,None,Low,Low
C028846,Standard,No Action,None,Low,Low
C028847,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028848,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028849,Standard,No Action,None,Low,Low
C028850,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028851,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028852,Standard,No Action,None,Low,Low
C028853,Standard,No Action,None,Low,Low
C028854,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028855,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028856,Standard,No Action,None,Low,Low
C028857,Standard,No Action,None,Low,Low
C028858,Champions,Early Access to Flash Sale,None,Medium,Low
C028859,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028860,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028861,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028862,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028863,Standard,No Action,None,Low,Low
C028864,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028865,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028866,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028867,Standard,No Action,None,Low,Low
C028868,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028869,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028870,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028871,Standard,No Action,None,Low,Low
C028872,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028873,Standard,No Action,None,Low,Low
C028874,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028875,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028876,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028877,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028878,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028879,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028880,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028881,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028882,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028883,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028884,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028885,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028886,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028887,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028888,Standard,No Action,None,Low,Low
C028889,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028890,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028891,Standard,No Action,None,Low,Low
C028892,Standard,No Action,None,Low,Low
C028893,Champions,Early Access to Flash Sale,None,Medium,Low
C028894,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028895,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028896,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028897,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028898,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028899,Standard,No Action,None,Low,Low
C028900,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028901,Standard,No Action,None,Low,Low
C028902,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028903,Standard,No Action,None,Low,Low
C028904,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028905,Standard,No Action,None,Low,Low
C028906,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028907,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028908,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028909,Standard,No Action,None,Low,Low
C028910,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028911,Standard,No Action,None,Low,Low
C028912,Standard,No Action,None,Low,Low
C028913,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028914,Standard,No Action,None,Low,Low
C028915,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028916,Standard,No Action,None,Low,Low
C028917,Standard,No Action,None,Low,Low
C028919,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028920,Standard,No Action,None,Low,Low
C028921,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028922,Standard,No Action,None,Low,Low
C028923,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028924,Standard,No Action,None,Low,Low
C028925,Standard,No Action,None,Low,Low
C028926,Standard,No Action,None,Low,Low
C028927,Standard,No Action,None,Low,Low
C028928,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028929,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028930,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028931,Champions,Early Access to Flash Sale,None,Medium,Low
C028932,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028933,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028934,Standard,No Action,None,Low,Low
C028935,Standard,No Action,None,Low,Low
C028936,Standard,No Action,None,Low,Low
C028937,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028938,Standard,No Action,None,Low,Low
C028939,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028940,Standard,No Action,None,Low,Low
C028941,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028942,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028943,Standard,No Action,None,Low,Low
C028944,Standard,No Action,None,Low,Low
C028945,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028946,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028947,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028948,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028949,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028950,Standard,No Action,None,Low,Low
C028951,Standard,No Action,None,Low,Low
C028952,Standard,No Action,None,Low,Low
C028953,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028954,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028955,Standard,No Action,None,Low,Low
C028956,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028957,Standard,No Action,None,Low,Low
C028958,Standard,No Action,None,Low,Low
C028959,Standard,No Action,None,Low,Low
C028960,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028961,Standard,No Action,None,Low,Low
C028962,Standard,No Action,None,Low,Low
C028963,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028964,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028965,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028966,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028967,Standard,No Action,None,Low,Low
C028968,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028969,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028970,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028971,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028972,Standard,No Action,None,Low,Low
C028973,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028974,Standard,No Action,None,Low,Low
C028975,Standard,No Action,None,Low,Low
C028976,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028977,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028978,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028979,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028980,Standard,No Action,None,Low,Low
C028981,Standard,No Action,None,Low,Low
C028982,Standard,No Action,None,Low,Low
C028983,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028984,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028985,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028986,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028987,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C028988,Standard,No Action,None,Low,Low
C028989,Standard,No Action,None,Low,Low
C028990,Standard,No Action,None,Low,Low
C028991,Standard,No Action,None,Low,Low
C028992,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C028993,Standard,No Action,None,Low,Low
C028994,Standard,No Action,None,Low,Low
C028995,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C028996,Standard,No Action,None,Low,Low
C028997,Standard,No Action,None,Low,Low
C028999,Standard,No Action,None,Low,Low
C029000,Standard,No Action,None,Low,Low
C029001,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029002,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029003,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029004,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029005,Standard,No Action,None,Low,Low
C029006,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029007,Standard,No Action,None,Low,Low
C029008,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029009,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C029010,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029011,Standard,No Action,None,Low,Low
C029012,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029013,Standard,No Action,None,Low,Low
C029014,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029015,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029016,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029017,Standard,No Action,None,Low,Low
C029018,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029019,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029020,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029021,Standard,No Action,None,Low,Low
C029022,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029023,Standard,No Action,None,Low,Low
C029024,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C029025,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029026,Standard,No Action,None,Low,Low
C029027,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029028,Standard,No Action,None,Low,Low
C029029,Standard,No Action,None,Low,Low
C029030,Standard,No Action,None,Low,Low
C029031,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029032,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029033,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029034,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029035,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029036,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029037,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029038,Standard,No Action,None,Low,Low
C029039,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C029040,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029041,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029042,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029043,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029044,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029045,Standard,No Action,None,Low,Low
C029046,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029047,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029048,Standard,No Action,None,Low,Low
C029049,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029050,Standard,No Action,None,Low,Low
C029051,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029052,Standard,No Action,None,Low,Low
C029053,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029054,Standard,No Action,None,Low,Low
C029055,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029056,Standard,No Action,None,Low,Low
C029057,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029058,Standard,No Action,None,Low,Low
C029059,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C029060,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029061,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029062,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029063,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029064,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029065,Standard,No Action,None,Low,Low
C029066,Standard,No Action,None,Low,Low
C029067,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C029068,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029069,Standard,No Action,None,Low,Low
C029070,Standard,No Action,None,Low,Low
C029071,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029072,Champions,Early Access to Flash Sale,None,Medium,Low
C029073,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029074,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029075,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029076,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029077,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C029078,Standard,No Action,None,Low,Low
C029079,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
