customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
C026063,199,4,67923.53,1,2,3,123,At Risk
C026064,20,5,81146.16,3,3,4,334,Standard
C026065,129,6,63868.22,1,4,3,143,At Risk
C026066,26,10,246849.49000000002,3,5,5,355,Standard
C026067,23,6,69435.79000000001,3,4,3,343,Standard
C026068,20,7,170672.44,3,4,5,345,Standard
C026069,33,9,139488.35,2,5,5,255,Standard
C026070,20,7,116548.68000000001,3,4,5,345,Standard
C026071,10,6,67742.07,4,4,3,443,Loyal Customers
C026072,13,6,65879.32,4,4,3,443,Loyal Customers
C026073,56,6,16377.52,2,4,1,241,Standard
C026074,19,4,51875.0,3,2,3,323,Standard
C026075,13,4,110713.12,4,2,4,424,Loyal Customers
C026076,11,4,22922.71,4,2,2,422,Loyal Customers
C026077,13,6,49392.96,4,4,3,443,Loyal Customers
C026078,19,4,31943.36,3,2,2,322,Standard
C026079,8,5,61443.04,5,3,3,533,Loyal Customers
C026080,32,11,79957.61,2,5,4,254,Standard
C026081,198,3,16852.579999999998,1,2,1,121,At Risk
C026082,196,5,102059.4,1,3,4,134,At Risk
C026083,114,4,43184.630000000005,1,2,2,122,At Risk
C026084,56,5,20343.39,2,3,1,231,Standard
C026085,16,8,119233.39,4,5,5,455,Loyal Customers
C026086,3,5,12480.970000000001,5,3,1,531,Loyal Customers
C026087,15,4,41979.37,4,2,2,422,Loyal Customers
C026088,1,5,54076.29,5,3,3,533,Loyal Customers
C026089,122,3,34984.68,1,2,2,122,At Risk
C026090,144,3,78840.74000000002,1,2,4,124,At Risk
C026091,109,5,86284.98,1,3,4,134,At Risk
C026092,74,7,73206.20999999999,1,4,3,143,At Risk
C026093,72,8,83341.13,1,5,4,154,At Risk
C026094,20,7,74804.85,3,4,3,343,Standard
C026095,9,6,80706.29,5,4,4,544,Loyal Customers
C026096,23,5,33851.89,3,3,2,332,Standard
C026097,33,8,73535.44,2,5,3,253,Standard
C026098,13,3,27716.67,4,2,2,422,Loyal Customers
C026099,20,8,69650.55,3,5,3,353,Standard
C026100,38,5,113430.05,2,3,4,234,Standard
C026101,20,9,79577.23,3,5,4,354,Standard
C026102,20,6,49689.23,3,4,3,343,Standard
C026103,142,5,46574.380000000005,1,3,3,133,At Risk
C026104,16,4,67178.42,4,2,3,423,Loyal Customers
C026105,3,6,70848.29,5,4,3,543,Loyal Customers
C026106,182,6,53931.770000000004,1,4,3,143,At Risk
C026107,78,8,69806.68,1,5,3,153,At Risk
C026108,1,5,197858.34000000003,5,3,5,535,Loyal Customers
C026109,13,4,39639.11,4,2,2,422,Loyal Customers
C026110,52,3,54464.53999999999,2,2,3,223,Standard
C026111,6,5,106078.90000000001,5,3,4,534,Loyal Customers
C026112,4,6,54484.520000000004,5,4,3,543,Loyal Customers
C026113,23,5,39609.89,3,3,2,332,Standard
C026114,13,5,40925.48,4,3,2,432,Loyal Customers
C026115,12,1,1402.68,4,1,1,411,Loyal Customers
C026116,12,9,270874.75,4,5,5,455,Loyal Customers
C026117,90,6,82447.12,1,4,4,144,At Risk
C026118,5,7,141160.03999999998,5,4,5,545,Loyal Customers
C026119,361,2,8130.97,1,1,1,111,At Risk
C026120,23,8,113097.45,3,5,4,354,Standard
C026121,35,4,111270.93,2,2,4,224,Standard
C026122,20,4,63674.12,3,2,3,323,Standard
C026123,9,6,72173.61,5,4,3,543,Loyal Customers
C026124,45,6,72515.78,2,4,3,243,Standard
C026125,49,4,45586.75,2,2,2,222,Standard
C026126,20,5,50396.229999999996,3,3,3,333,Standard
C026127,12,6,59519.399999999994,4,4,3,443,Loyal Customers
C026128,17,7,100198.51,4,4,4,444,Loyal Customers
C026129,252,2,17967.53,1,1,1,111,At Risk
C026130,26,7,69557.47,3,4,3,343,Standard
C026131,20,9,256842.14,3,5,5,355,Standard
C026132,192,5,55106.47,1,3,3,133,At Risk
C026133,23,2,58263.12,3,1,3,313,Standard
C026134,3,5,30353.34,5,3,2,532,Loyal Customers
C026135,114,3,109881.1,1,2,4,124,At Risk
C026136,19,5,69832.66,3,3,3,333,Standard
C026137,20,6,47931.23,3,4,3,343,Standard
C026138,24,6,36850.93,3,4,2,342,Standard
C026139,16,4,61313.28,4,2,3,423,Loyal Customers
C026140,31,5,71890.20999999999,2,3,3,233,Standard
C026141,83,4,46861.21,1,2,3,123,At Risk
C026142,6,7,58009.93,5,4,3,543,Loyal Customers
C026143,107,5,42741.649999999994,1,3,2,132,At Risk
C026144,6,4,58890.8,5,2,3,523,Loyal Customers
C026145,24,3,4348.99,3,2,1,321,Standard
C026146,17,7,69210.56999999999,4,4,3,443,Loyal Customers
C026147,20,7,66129.51,3,4,3,343,Standard
C026148,20,7,53781.35,3,4,3,343,Standard
C026149,10,6,80047.06,4,4,4,444,Loyal Customers
C026150,26,4,44149.79,3,2,2,322,Standard
C026151,11,4,44111.19,4,2,2,422,Loyal Customers
C026152,47,11,185319.5,2,5,5,255,Standard
C026153,4,7,78432.28,5,4,4,544,Loyal Customers
C026154,7,5,49847.92,5,3,3,533,Loyal Customers
C026155,272,1,28884.58,1,1,2,112,At Risk
C026156,1,5,60613.86,5,3,3,533,Loyal Customers
C026157,20,4,70101.65,3,2,3,323,Standard
C026158,17,6,29875.11,4,4,2,442,Loyal Customers
C026159,51,7,94220.13,2,4,4,244,Standard
C026160,24,6,143017.32,3,4,5,345,Standard
C026161,349,4,42298.82,1,2,2,122,At Risk
C026162,46,3,27049.76,2,2,2,222,Standard
C026163,17,4,42020.5,4,2,2,422,Loyal Customers
C026164,19,4,42476.26,3,2,2,322,Standard
C026165,22,7,101571.06,3,4,4,344,Standard
C026166,20,4,44021.3,3,2,2,322,Standard
C026167,32,3,7128.849999999999,2,2,1,221,Standard
C026168,14,8,84564.82,4,5,4,454,Loyal Customers
C026169,50,3,111639.97,2,2,4,224,Standard
C026170,12,9,164452.46,4,5,5,455,Loyal Customers
C026171,12,4,32677.129999999997,4,2,2,422,Loyal Customers
C026172,45,6,115091.73999999999,2,4,4,244,Standard
C026173,19,9,110582.8,3,5,4,354,Standard
C026174,18,7,38388.42,4,4,2,442,Loyal Customers
C026175,313,3,30527.45,1,2,2,122,At Risk
C026176,20,5,118367.13,3,3,5,335,Standard
C026177,123,4,24138.29,1,2,2,122,At Risk
C026178,85,4,87735.91,1,2,4,124,At Risk
C026179,72,5,9998.48,1,3,1,131,At Risk
C026180,67,2,71178.84,1,1,3,113,At Risk
C026181,28,6,73688.39,2,4,3,243,Standard
C026182,45,10,83702.12,2,5,4,254,Standard
C026183,64,3,49619.61,1,2,3,123,At Risk
C026184,118,2,30211.65,1,1,2,112,At Risk
C026185,255,4,28912.39,1,2,2,122,At Risk
C026186,29,6,61954.04,2,4,3,243,Standard
C026187,20,6,177297.63999999998,3,4,5,345,Standard
C026188,271,6,157125.09,1,4,5,145,At Risk
C026189,1,8,108686.77,5,5,4,554,Loyal Customers
C026190,20,6,37189.96,3,4,2,342,Standard
C026191,20,7,128095.67,3,4,5,345,Standard
C026192,46,4,16880.53,2,2,1,221,Standard
C026193,110,2,44111.57,1,1,2,112,At Risk
C026194,52,4,129960.86,2,2,5,225,Standard
C026196,20,2,20344.23,3,1,1,311,Standard
C026197,14,9,96259.08,4,5,4,454,Loyal Customers
C026198,13,6,56009.04,4,4,3,443,Loyal Customers
C026199,3,7,53273.17,5,4,3,543,Loyal Customers
C026200,20,6,31593.97,3,4,2,342,Standard
C026201,13,6,46393.96,4,4,2,442,Loyal Customers
C026202,93,6,83254.79999999999,1,4,4,144,At Risk
C026204,2,3,30504.190000000002,5,2,2,522,Loyal Customers
C026205,116,1,6675.89,1,1,1,111,At Risk
C026206,55,7,102950.8,2,4,4,244,Standard
C026207,1,7,45874.65,5,4,2,542,Loyal Customers
C026208,18,5,134069.41,4,3,5,435,Loyal Customers
C026209,9,8,59510.28,5,5,3,553,Loyal Customers
C026210,9,6,54550.84,5,4,3,543,Loyal Customers
C026211,30,6,81649.23000000001,2,4,4,244,Standard
C026212,2,9,78412.18,5,5,4,554,Loyal Customers
C026213,13,7,53808.9,4,4,3,443,Loyal Customers
C026214,2,4,7804.360000000001,5,2,1,521,Loyal Customers
C026215,18,6,79439.54000000001,4,4,4,444,Loyal Customers
C026216,15,9,193377.12,4,5,5,455,Loyal Customers
C026217,8,2,38892.15,5,1,2,512,Loyal Customers
C026218,77,3,8328.77,1,2,1,121,At Risk
C026219,30,4,42124.55,2,2,2,222,Standard
C026220,26,7,47119.11,3,4,3,343,Standard
C026221,41,3,82128.97,2,2,4,224,Standard
C026222,24,6,85904.53,3,4,4,344,Standard
C026223,20,5,63950.44,3,3,3,333,Standard
C026224,16,3,43079.87,4,2,2,422,Loyal Customers
C026225,12,5,94173.84,4,3,4,434,Loyal Customers
C026226,7,5,45617.46,5,3,2,532,Loyal Customers
C026227,17,8,65259.15,4,5,3,453,Loyal Customers
C026228,3,3,61978.149999999994,5,2,3,523,Loyal Customers
C026229,11,8,97321.7,4,5,4,454,Loyal Customers
C026230,95,5,69904.97,1,3,3,133,At Risk
C026231,79,7,75983.81999999999,1,4,4,144,At Risk
C026232,13,4,59896.020000000004,4,2,3,423,Loyal Customers
C026233,55,4,87865.36,2,2,4,224,Standard
C026234,85,7,77125.12999999999,1,4,4,144,At Risk
C026235,81,4,94187.05,1,2,4,124,At Risk
C026236,51,4,40418.85,2,2,2,222,Standard
C026237,154,5,70787.69,1,3,3,133,At Risk
C026238,14,6,196651.4,4,4,5,445,Loyal Customers
C026239,16,6,310660.85,4,4,5,445,Loyal Customers
C026240,31,8,81978.26,2,5,4,254,Standard
C026241,13,9,151259.04,4,5,5,455,Loyal Customers
C026242,10,4,20606.01,4,2,1,421,Loyal Customers
C026243,4,8,203311.09,5,5,5,555,Champions
C026244,9,8,56828.94,5,5,3,553,Loyal Customers
C026245,7,5,10658.41,5,3,1,531,Loyal Customers
C026246,7,5,75482.92,5,3,4,534,Loyal Customers
C026247,27,6,19945.33,2,4,1,241,Standard
C026248,9,6,86296.12,5,4,4,544,Loyal Customers
C026249,36,5,60221.37,2,3,3,233,Standard
C026250,20,4,21769.83,3,2,1,321,Standard
C026251,84,4,20161.77,1,2,1,121,At Risk
C026252,17,6,68761.31,4,4,3,443,Loyal Customers
C026253,385,3,56127.219999999994,1,2,3,123,At Risk
C026254,20,3,35882.63,3,2,2,322,Standard
C026255,15,6,126870.42,4,4,5,445,Loyal Customers
C026256,17,10,151570.44999999998,4,5,5,455,Loyal Customers
C026257,44,4,109834.41,2,2,4,224,Standard
C026258,50,6,46692.34,2,4,3,243,Standard
C026259,20,4,59328.56,3,2,3,323,Standard
C026260,11,3,20143.57,4,2,1,421,Loyal Customers
C026261,69,7,79803.14,1,4,4,144,At Risk
C026262,66,5,54207.69,1,3,3,133,At Risk
C026263,7,6,93264.9,5,4,4,544,Loyal Customers
C026264,18,8,133926.08000000002,4,5,5,455,Loyal Customers
C026265,17,4,9452.47,4,2,1,421,Loyal Customers
C026266,62,8,166456.81,1,5,5,155,At Risk
C026267,95,2,16924.940000000002,1,1,1,111,At Risk
C026268,17,6,121491.15,4,4,5,445,Loyal Customers
C026269,76,4,89046.38,1,2,4,124,At Risk
C026270,2,5,58268.7,5,3,3,533,Loyal Customers
C026271,20,5,20219.57,3,3,1,331,Standard
C026272,34,8,147759.63,2,5,5,255,Standard
C026273,46,4,77068.69,2,2,4,224,Standard
C026274,21,10,182318.06,3,5,5,355,Standard
C026275,6,8,180826.14,5,5,5,555,Champions
C026276,17,9,30331.67,4,5,2,452,Loyal Customers
C026277,35,4,35380.35,2,2,2,222,Standard
C026278,17,4,58901.89,4,2,3,423,Loyal Customers
C026279,13,12,177016.85,4,5,5,455,Loyal Customers
C026280,33,4,51878.24,2,2,3,223,Standard
C026281,79,5,125262.85,1,3,5,135,At Risk
C026282,15,9,106410.31,4,5,4,454,Loyal Customers
C026283,112,6,107976.35,1,4,4,144,At Risk
C026284,6,5,33543.12,5,3,2,532,Loyal Customers
C026285,81,6,177427.62,1,4,5,145,At Risk
C026286,23,4,69731.0,3,2,3,323,Standard
C026287,15,10,170150.53,4,5,5,455,Loyal Customers
C026288,64,3,17056.93,1,2,1,121,At Risk
C026289,20,8,53430.92,3,5,3,353,Standard
C026290,57,6,166193.05,2,4,5,245,Standard
C026291,238,2,28801.07,1,1,2,112,At Risk
C026292,114,5,68150.41,1,3,3,133,At Risk
C026293,5,7,28749.2,5,4,2,542,Loyal Customers
C026294,11,4,11648.86,4,2,1,421,Loyal Customers
C026295,10,9,203682.57,4,5,5,455,Loyal Customers
C026296,52,7,133671.97,2,4,5,245,Standard
C026297,19,4,39849.77,3,2,2,322,Standard
C026298,7,5,78677.6,5,3,4,534,Loyal Customers
C026299,3,7,67780.83,5,4,3,543,Loyal Customers
C026300,21,9,120864.09,3,5,5,355,Standard
C026301,45,4,98435.23,2,2,4,224,Standard
C026302,15,6,29765.39,4,4,2,442,Loyal Customers
C026303,61,6,44852.06,1,4,2,142,At Risk
C026304,5,7,72832.6,5,4,3,543,Loyal Customers
C026305,13,7,99790.12000000001,4,4,4,444,Loyal Customers
C026306,12,8,117580.18,4,5,5,455,Loyal Customers
C026307,63,3,21698.36,1,2,1,121,At Risk
C026308,15,7,99489.38,4,4,4,444,Loyal Customers
C026309,9,9,227811.80000000002,5,5,5,555,Champions
C026310,17,8,95495.63,4,5,4,454,Loyal Customers
C026311,3,6,57438.58,5,4,3,543,Loyal Customers
C026312,2,6,144071.83,5,4,5,545,Loyal Customers
C026313,25,9,105918.53,3,5,4,354,Standard
C026314,20,6,37238.78,3,4,2,342,Standard
C026315,13,1,1480.28,4,1,1,411,Loyal Customers
C026316,31,6,72332.26999999999,2,4,3,243,Standard
C026317,13,5,100181.92,4,3,4,434,Loyal Customers
C026318,20,6,97620.88,3,4,4,344,Standard
C026319,5,8,90940.52,5,5,4,554,Loyal Customers
C026320,54,3,23438.66,2,2,2,222,Standard
C026321,4,8,197365.43,5,5,5,555,Champions
C026322,27,9,151632.28,2,5,5,255,Standard
C026323,13,6,36770.4,4,4,2,442,Loyal Customers
C026324,68,6,64994.58,1,4,3,143,At Risk
C026325,19,7,61684.509999999995,3,4,3,343,Standard
C026326,6,7,83382.67,5,4,4,544,Loyal Customers
C026327,9,4,101533.20000000001,5,2,4,524,Loyal Customers
C026328,141,4,72127.63,1,2,3,123,At Risk
C026329,17,5,65984.88,4,3,3,433,Loyal Customers
C026330,16,6,90205.64000000001,4,4,4,444,Loyal Customers
C026331,11,8,144182.45,4,5,5,455,Loyal Customers
C026332,17,3,25699.73,4,2,2,422,Loyal Customers
C026333,20,7,102606.41,3,4,4,344,Standard
C026334,5,7,167117.06,5,4,5,545,Loyal Customers
C026335,395,3,35111.77,1,2,2,122,At Risk
C026336,12,4,67177.06,4,2,3,423,Loyal Customers
C026337,56,4,149954.97,2,2,5,225,Standard
C026338,7,9,119381.21,5,5,5,555,Champions
C026339,28,9,119548.48,2,5,5,255,Standard
C026340,115,5,156416.91,1,3,5,135,At Risk
C026341,21,6,65327.31,3,4,3,343,Standard
C026342,33,6,71691.64,2,4,3,243,Standard
C026343,64,4,82653.06,1,2,4,124,At Risk
C026344,12,8,104461.74,4,5,4,454,Loyal Customers
C026345,179,5,30315.44,1,3,2,132,At Risk
C026346,17,6,77571.87,4,4,4,444,Loyal Customers
C026347,20,7,64552.86,3,4,3,343,Standard
C026348,26,7,82912.12,3,4,4,344,Standard
C026349,11,6,60619.93,4,4,3,443,Loyal Customers
C026350,54,4,20011.79,2,2,1,221,Standard
C026351,13,5,25792.04,4,3,2,432,Loyal Customers
C026352,8,5,47723.25,5,3,3,533,Loyal Customers
C026353,93,7,143075.61,1,4,5,145,At Risk
C026354,8,6,64208.509999999995,5,4,3,543,Loyal Customers
C026355,9,4,99783.69,5,2,4,524,Loyal Customers
C026356,100,3,16182.719999999998,1,2,1,121,At Risk
C026357,378,4,41275.67,1,2,2,122,At Risk
C026358,10,6,52953.799999999996,4,4,3,443,Loyal Customers
C026359,42,4,131367.26,2,2,5,225,Standard
C026360,9,7,104711.67,5,4,4,544,Loyal Customers
C026361,53,6,117451.34,2,4,5,245,Standard
C026362,20,1,6126.31,3,1,1,311,Standard
C026363,13,3,24196.89,4,2,2,422,Loyal Customers
C026364,11,5,67863.78,4,3,3,433,Loyal Customers
C026365,20,6,87465.44,3,4,4,344,Standard
C026366,18,9,137651.62,4,5,5,455,Loyal Customers
C026367,15,6,111711.84,4,4,4,444,Loyal Customers
C026368,1,6,45231.47,5,4,2,542,Loyal Customers
C026369,17,7,141773.61,4,4,5,445,Loyal Customers
C026370,13,4,47029.48,4,2,3,423,Loyal Customers
C026371,20,7,119831.13,3,4,5,345,Standard
C026372,24,6,39265.5,3,4,2,342,Standard
C026373,38,8,36238.26,2,5,2,252,Standard
C026374,30,9,175381.62,2,5,5,255,Standard
C026375,213,2,24064.420000000002,1,1,2,112,At Risk
C026376,5,7,78369.67000000001,5,4,4,544,Loyal Customers
C026377,4,3,17492.79,5,2,1,521,Loyal Customers
C026378,21,4,76225.43,3,2,4,324,Standard
C026379,23,4,56984.619999999995,3,2,3,323,Standard
C026380,9,2,13914.5,5,1,1,511,Loyal Customers
C026381,8,7,89398.99,5,4,4,544,Loyal Customers
C026382,36,5,43260.08,2,3,2,232,Standard
C026383,12,2,27089.86,4,1,2,412,Loyal Customers
C026384,10,6,219581.24,4,4,5,445,Loyal Customers
C026385,9,6,89081.97,5,4,4,544,Loyal Customers
C026386,19,2,10130.650000000001,3,1,1,311,Standard
C026387,12,8,69458.98,4,5,3,453,Loyal Customers
C026388,1,6,67478.45,5,4,3,543,Loyal Customers
C026389,64,5,70536.29000000001,1,3,3,133,At Risk
C026390,69,7,62262.64,1,4,3,143,At Risk
C026391,14,9,114961.56,4,5,4,454,Loyal Customers
C026392,13,7,76377.99,4,4,4,444,Loyal Customers
C026393,14,4,64303.8,4,2,3,423,Loyal Customers
C026394,3,4,37173.58,5,2,2,522,Loyal Customers
C026395,10,7,99862.97,4,4,4,444,Loyal Customers
C026396,52,5,47667.08,2,3,3,233,Standard
C026397,11,6,74868.9,4,4,3,443,Loyal Customers
C026398,18,5,44886.54,4,3,2,432,Loyal Customers
C026399,5,6,65207.409999999996,5,4,3,543,Loyal Customers
C026400,26,6,101278.01,3,4,4,344,Standard
C026401,369,3,11812.68,1,2,1,121,At Risk
C026402,46,6,112585.93,2,4,4,244,Standard
C026403,28,12,121513.85,2,5,5,255,Standard
C026404,12,7,60690.0,4,4,3,443,Loyal Customers
C026405,14,7,149203.06,4,4,5,445,Loyal Customers
C026406,51,6,76524.35,2,4,4,244,Standard
C026407,44,5,63747.86,2,3,3,233,Standard
C026408,17,5,73174.95,4,3,3,433,Loyal Customers
C026409,29,5,76102.29000000001,2,3,4,234,Standard
C026410,54,5,143512.12,2,3,5,235,Standard
C026411,23,6,57942.6,3,4,3,343,Standard
C026412,18,9,92646.37,4,5,4,454,Loyal Customers
C026413,261,7,80705.03000000001,1,4,4,144,At Risk
C026414,664,1,2730.59,1,1,1,111,At Risk
C026415,164,3,21564.27,1,2,1,121,At Risk
C026416,20,10,230474.76,3,5,5,355,Standard
C026417,125,3,4137.34,1,2,1,121,At Risk
C026418,19,5,71293.5,3,3,3,333,Standard
C026419,59,7,124388.43000000001,1,4,5,145,At Risk
C026420,4,7,168597.51,5,4,5,545,Loyal Customers
C026421,26,7,64221.93,3,4,3,343,Standard
C026422,1,3,28943.059999999998,5,2,2,522,Loyal Customers
C026423,83,7,115705.29,1,4,5,145,At Risk
C026424,30,9,85629.39,2,5,4,254,Standard
C026425,8,6,52405.369999999995,5,4,3,543,Loyal Customers
C026426,509,1,204.15,1,1,1,111,At Risk
C026427,13,7,121795.9,4,4,5,445,Loyal Customers
C026428,82,4,86364.37,1,2,4,124,At Risk
C026429,90,3,37474.409999999996,1,2,2,122,At Risk
C026430,8,7,35598.02,5,4,2,542,Loyal Customers
C026431,31,5,36344.979999999996,2,3,2,232,Standard
C026432,9,6,29443.43,5,4,2,542,Loyal Customers
C026433,22,6,222044.19,3,4,5,345,Standard
C026434,15,3,27455.699999999997,4,2,2,422,Loyal Customers
C026435,20,4,31802.46,3,2,2,322,Standard
C026436,382,1,9620.25,1,1,1,111,At Risk
C026437,16,5,54574.71,4,3,3,433,Loyal Customers
C026438,19,8,163147.24,3,5,5,355,Standard
C026439,27,6,46694.36,2,4,3,243,Standard
C026440,10,6,262047.2,4,4,5,445,Loyal Customers
C026441,29,5,108866.22,2,3,4,234,Standard
C026442,5,7,73515.74,5,4,3,543,Loyal Customers
C026443,24,6,31997.46,3,4,2,342,Standard
C026444,9,5,92823.75,5,3,4,534,Loyal Customers
C026445,25,5,54365.67,3,3,3,333,Standard
C026446,17,8,89834.17,4,5,4,454,Loyal Customers
C026447,19,7,69204.89,3,4,3,343,Standard
C026448,12,5,44734.61,4,3,2,432,Loyal Customers
C026449,23,7,76329.54,3,4,4,344,Standard
C026450,32,3,57175.43,2,2,3,223,Standard
C026451,61,8,91137.08,1,5,4,154,At Risk
C026452,2,5,42303.87,5,3,2,532,Loyal Customers
C026453,11,6,91869.03,4,4,4,444,Loyal Customers
C026454,28,5,37752.04,2,3,2,232,Standard
C026455,104,6,64308.26999999999,1,4,3,143,At Risk
C026456,8,5,45052.17,5,3,2,532,Loyal Customers
C026457,28,8,120107.69,2,5,5,255,Standard
C026458,17,6,98110.69,4,4,4,444,Loyal Customers
C026459,25,3,761.6800000000001,3,2,1,321,Standard
C026460,6,4,54041.21000000001,5,2,3,523,Loyal Customers
C026461,29,9,49860.350000000006,2,5,3,253,Standard
C026462,10,7,122966.03000000001,4,4,5,445,Loyal Customers
C026463,4,6,48658.01,5,4,3,543,Loyal Customers
C026464,22,9,109298.55,3,5,4,354,Standard
C026465,60,5,18723.15,1,3,1,131,At Risk
C026466,17,5,52515.39,4,3,3,433,Loyal Customers
C026467,4,10,122026.04000000001,5,5,5,555,Champions
C026468,8,4,60833.69,5,2,3,523,Loyal Customers
C026469,20,6,149807.36,3,4,5,345,Standard
C026470,5,5,78280.24,5,3,4,534,Loyal Customers
C026471,212,5,124485.95000000001,1,3,5,135,At Risk
C026472,41,9,127054.69,2,5,5,255,Standard
C026473,109,7,88908.04,1,4,4,144,At Risk
C026474,95,4,12405.76,1,2,1,121,At Risk
C026475,340,3,57996.32,1,2,3,123,At Risk
C026476,18,7,83152.05,4,4,4,444,Loyal Customers
C026477,2,8,213816.91999999998,5,5,5,555,Champions
C026478,32,4,68606.98,2,2,3,223,Standard
C026479,10,4,27722.86,4,2,2,422,Loyal Customers
C026480,13,8,51094.240000000005,4,5,3,453,Loyal Customers
C026481,11,4,33139.18,4,2,2,422,Loyal Customers
C026482,385,4,50785.41,1,2,3,123,At Risk
C026483,31,6,63270.56,2,4,3,243,Standard
C026484,12,5,30774.26,4,3,2,432,Loyal Customers
C026485,21,7,116700.87,3,4,5,345,Standard
C026486,5,8,125602.53,5,5,5,555,Champions
C026487,490,2,1585.33,1,1,1,111,At Risk
C026488,35,6,34820.090000000004,2,4,2,242,Standard
C026489,7,8,36912.64,5,5,2,552,Loyal Customers
C026490,14,2,30074.23,4,1,2,412,Loyal Customers
C026491,9,3,29980.31,5,2,2,522,Loyal Customers
C026492,30,9,88979.64,2,5,4,254,Standard
C026493,31,9,88518.97,2,5,4,254,Standard
C026494,8,7,87609.59000000001,5,4,4,544,Loyal Customers
C026495,257,2,32682.270000000004,1,1,2,112,At Risk
C026496,27,6,40802.27,2,4,2,242,Standard
C026497,371,6,103855.04000000001,1,4,4,144,At Risk
C026498,4,6,118454.01,5,4,5,545,Loyal Customers
C026499,48,2,52377.96,2,1,3,213,Standard
C026500,6,8,53963.89,5,5,3,553,Loyal Customers
C026501,42,7,75655.31000000001,2,4,4,244,Standard
C026502,301,3,49929.27,1,2,3,123,At Risk
C026503,11,8,93468.54000000001,4,5,4,454,Loyal Customers
C026504,6,6,71284.7,5,4,3,543,Loyal Customers
C026505,78,4,50456.92,1,2,3,123,At Risk
C026506,3,9,67123.24,5,5,3,553,Loyal Customers
C026507,22,5,95359.26999999999,3,3,4,334,Standard
C026508,19,11,71182.66,3,5,3,353,Standard
C026509,13,8,109692.12,4,5,4,454,Loyal Customers
C026510,210,4,14991.59,1,2,1,121,At Risk
C026511,27,10,249656.63999999998,2,5,5,255,Standard
C026512,14,8,37634.19,4,5,2,452,Loyal Customers
C026513,12,4,24866.47,4,2,2,422,Loyal Customers
C026514,30,4,24970.62,2,2,2,222,Standard
C026515,20,6,55092.22,3,4,3,343,Standard
C026516,60,1,1297.75,1,1,1,111,At Risk
C026517,114,6,138570.21,1,4,5,145,At Risk
C026518,96,4,63673.36,1,2,3,123,At Risk
C026519,6,8,62682.43,5,5,3,553,Loyal Customers
C026520,13,7,46177.46,4,4,2,442,Loyal Customers
C026521,20,3,7257.82,3,2,1,321,Standard
C026522,385,1,241.89,1,1,1,111,At Risk
C026523,13,6,56663.92,4,4,3,443,Loyal Customers
C026524,37,8,174313.54,2,5,5,255,Standard
C026525,2,4,51886.72,5,2,3,523,Loyal Customers
C026526,13,6,99400.89,4,4,4,444,Loyal Customers
C026527,20,8,84775.13,3,5,4,354,Standard
C026528,26,3,99282.95000000001,3,2,4,324,Standard
C026529,48,2,83332.93,2,1,4,214,Standard
C026530,51,8,165592.71,2,5,5,255,Standard
C026531,31,10,100456.23,2,5,4,254,Standard
C026532,114,4,81468.18000000001,1,2,4,124,At Risk
C026533,13,4,37520.64,4,2,2,422,Loyal Customers
C026534,20,3,16788.47,3,2,1,321,Standard
C026535,14,6,50874.64,4,4,3,443,Loyal Customers
C026536,157,2,8752.97,1,1,1,111,At Risk
C026537,20,5,116767.97,3,3,5,335,Standard
C026538,26,4,26908.66,3,2,2,322,Standard
C026539,441,1,536.83,1,1,1,111,At Risk
C026540,9,6,119454.72,5,4,5,545,Loyal Customers
C026541,10,5,8163.79,4,3,1,431,Loyal Customers
C026542,37,8,135418.75,2,5,5,255,Standard
C026543,47,3,28111.29,2,2,2,222,Standard
C026544,240,1,46156.63,1,1,2,112,At Risk
C026545,47,5,63001.5,2,3,3,233,Standard
C026546,23,5,139288.56,3,3,5,335,Standard
C026547,20,4,37798.72,3,2,2,322,Standard
C026548,198,1,10607.31,1,1,1,111,At Risk
C026549,31,7,18448.87,2,4,1,241,Standard
C026550,5,5,141531.06,5,3,5,535,Loyal Customers
C026551,6,3,12190.7,5,2,1,521,Loyal Customers
C026552,31,3,116068.1,2,2,5,225,Standard
C026553,15,5,73096.7,4,3,3,433,Loyal Customers
C026554,8,7,68990.31,5,4,3,543,Loyal Customers
C026555,20,8,197147.69,3,5,5,355,Standard
C026556,16,6,65664.68,4,4,3,443,Loyal Customers
C026557,29,7,84657.5,2,4,4,244,Standard
C026558,20,6,72868.62,3,4,3,343,Standard
C026559,5,5,101720.04000000001,5,3,4,534,Loyal Customers
C026560,5,8,45283.76,5,5,2,552,Loyal Customers
C026561,20,6,42089.98,3,4,2,342,Standard
C026562,20,7,59037.82,3,4,3,343,Standard
C026563,110,7,38571.74,1,4,2,142,At Risk
C026564,19,6,54451.95,3,4,3,343,Standard
C026565,20,7,153766.09,3,4,5,345,Standard
C026566,10,6,122136.18,4,4,5,445,Loyal Customers
C026567,51,6,58380.41,2,4,3,243,Standard
C026568,53,4,67690.69,2,2,3,223,Standard
C026569,5,6,53515.979999999996,5,4,3,543,Loyal Customers
C026570,65,4,28833.94,1,2,2,122,At Risk
C026571,218,4,10437.259999999998,1,2,1,121,At Risk
C026572,20,6,95460.12,3,4,4,344,Standard
C026573,12,8,92617.54000000001,4,5,4,454,Loyal Customers
C026574,51,6,69329.24,2,4,3,243,Standard
